gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000003134	Tbc1d8	protein_coding	TBC1 domain family, member 8	11	chr1	39410573	39517836	107264	-
ENSMUSG00000003135	Cnot11	protein_coding	CCR4-NOT transcription complex, subunit 11	16	chr1	39574073	39585970	11898	+
ENSMUSG00000085894	Gm15832	lncRNA	predicted gene 15832	2	chr1	39586651	39591083	4433	-
ENSMUSG00000048234	Rnf149	protein_coding	ring finger protein 149	14	chr1	39590377	39616486	26110	-
ENSMUSG00000050967	Creg2	protein_coding	cellular repressor of E1A-stimulated genes 2	6	chr1	39657574	39690642	33069	-
ENSMUSG00000097083	D930019O06Rik	lncRNA	RIKEN cDNA D930019O06	2	chr1	39689344	39696550	7207	+
ENSMUSG00000057173	Rfx8	protein_coding	regulatory factor X 8	9	chr1	39704461	39760157	55697	-
ENSMUSG00000091937	Gm3646	lncRNA	predicted gene 3646	4	chr1	39843308	39844492	1185	-
ENSMUSG00000101634	1700066B17Rik	lncRNA	RIKEN cDNA 1700066B17 gene	7	chr1	39878335	39886494	8160	-
ENSMUSG00000026074	Map4k4	protein_coding	mitogen-activated protein kinase kinase kinase kinase 4	16	chr1	39940073	40065470	125398	+
ENSMUSG00000026073	Il1r2	protein_coding	interleukin 1 receptor, type II	14	chr1	40113239	40164391	51153	+
ENSMUSG00000097899	Gm16894	lncRNA	predicted gene, 16894	3	chr1	40115388	40125011	9624	-
ENSMUSG00000026072	Il1r1	protein_coding	interleukin 1 receptor, type I	13	chr1	40264240	40356417	92178	+
ENSMUSG00000070942	Il1rl2	protein_coding	interleukin 1 receptor-like 2	9	chr1	40363770	40406722	42953	+
ENSMUSG00000026069	Il1rl1	protein_coding	interleukin 1 receptor-like 1	16	chr1	40468730	40504575	35846	+
ENSMUSG00000026070	Il18r1	protein_coding	interleukin 18 receptor 1	17	chr1	40504712	40540014	35303	+
ENSMUSG00000026068	Il18rap	protein_coding	interleukin 18 receptor accessory protein	12	chr1	40554522	40590865	36344	+
ENSMUSG00000104441	Gm35801	lncRNA	predicted gene, 35801	2	chr1	40611348	40619822	8475	-
ENSMUSG00000026065	Slc9a4	protein_coding	solute carrier family 9 (sodium/hydrogen exchanger), member 4	9	chr1	40619241	40669885	50645	+
ENSMUSG00000026062	Slc9a2	protein_coding	solute carrier family 9 (sodium/hydrogen exchanger), member 2	13	chr1	40719734	40808433	88700	+
ENSMUSG00000103679	Gm37623	lncRNA	predicted gene, 37623	2	chr1	40730602	40736796	6195	-
ENSMUSG00000103270	Gm37915	lncRNA	predicted gene, 37915	3	chr1	40810545	40824538	13994	+
ENSMUSG00000041945	Mfsd9	protein_coding	major facilitator superfamily domain containing 9	13	chr1	40811198	40829847	18650	-
ENSMUSG00000079588	Tmem182	protein_coding	transmembrane protein 182	4	chr1	40844761	40896047	51287	+
ENSMUSG00000104072	4930448I06Rik	lncRNA	RIKEN cDNA 4930448I06 gene	2	chr1	41206747	41220412	13666	-
ENSMUSG00000100185	Gm28634	lncRNA	predicted gene 28634	2	chr1	41566091	41568703	2613	-
ENSMUSG00000100832	Gm29260	lncRNA	predicted gene 29260	3	chr1	41782848	41978749	195902	+
ENSMUSG00000053640	Gm9915	lncRNA	predicted gene 9915	3	chr1	42268886	42270268	1383	+
ENSMUSG00000101919	Gm29664	lncRNA	predicted gene 29664	2	chr1	42277393	42277855	463	-
ENSMUSG00000101299	Gm28175	lncRNA	predicted gene 28175	4	chr1	42298929	42343592	44664	+
ENSMUSG00000100180	Gm28140	lncRNA	predicted gene 28140	2	chr1	42363750	42395097	31348	-
ENSMUSG00000060424	Pantr1	lncRNA	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1	16	chr1	42629754	42734584	104831	-
ENSMUSG00000121019	Gm57163	lncRNA	predicted gene, 57163	1	chr1	42733258	42733694	437	+
ENSMUSG00000045515	Pou3f3	protein_coding	POU domain, class 3, transcription factor 3	5	chr1	42734085	42742336	8252	+
ENSMUSG00000093436	Gm20646	lncRNA	predicted gene 20646	7	chr1	42734085	42783951	49867	+
ENSMUSG00000097063	Pantr2	lncRNA	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2	5	chr1	42746206	42752940	6735	-
ENSMUSG00000099784	Dalir	lncRNA	DNMT1 associated long intergenic non-coding RNA	2	chr1	42789872	42792041	2170	+
ENSMUSG00000060679	Mrps9	protein_coding	mitochondrial ribosomal protein S9	15	chr1	42890393	42944843	54451	+
ENSMUSG00000041907	Gpr45	protein_coding	G protein-coupled receptor 45	10	chr1	42992032	43074616	82585	+
ENSMUSG00000070939	Tgfbrap1	protein_coding	transforming growth factor, beta receptor associated protein 1	10	chr1	43086360	43137797	51438	-
ENSMUSG00000100269	Gm28782	lncRNA	predicted gene 28782	2	chr1	43095427	43096294	868	+
ENSMUSG00000041878	8430432A02Rik	lncRNA	RIKEN cDNA 8430432A02 gene	4	chr1	43131748	43132995	1248	+
ENSMUSG00000010290	AI597479	protein_coding	expressed sequence AI597479	8	chr1	43137870	43155107	17238	+
ENSMUSG00000008136	Fhl2	protein_coding	four and a half LIM domains 2	15	chr1	43162234	43236144	73911	-
ENSMUSG00000120601	Gm30307	lncRNA	predicted gene, 30307	1	chr1	43236116	43306587	70472	+
ENSMUSG00000099576	Gm29040	lncRNA	predicted gene 29040	2	chr1	43289316	43342085	52770	-
ENSMUSG00000066877	Nck2	protein_coding	non-catalytic region of tyrosine kinase adaptor protein 2	12	chr1	43483739	43609675	125937	+
ENSMUSG00000026051	Ecrg4	protein_coding	ECRG4 augurin precursor	9	chr1	43769762	43781738	11977	+
ENSMUSG00000100764	Gm29155	lncRNA	predicted gene 29155	2	chr1	43781121	43783055	1935	-
ENSMUSG00000100635	Gm29157	lncRNA	predicted gene 29157	2	chr1	43782075	43782686	612	+
ENSMUSG00000100480	Gm29156	lncRNA	predicted gene 29156	2	chr1	43784944	43785442	499	-
ENSMUSG00000057363	Uxs1	protein_coding	UDP-glucuronate decarboxylase 1	13	chr1	43786126	43866960	80835	-
ENSMUSG00000120105	Gm57117	lncRNA	predicted gene, 57117	1	chr1	43971765	43973093	1329	-
ENSMUSG00000041763	Tpp2	protein_coding	tripeptidyl peptidase II	15	chr1	43972807	44042160	69354	+
ENSMUSG00000047343	Mettl21c	protein_coding	methyltransferase like 21C	5	chr1	44048568	44059194	10627	-
ENSMUSG00000091844	Gm8251	protein_coding	predicted gene 8251	3	chr1	44095032	44118906	23875	-
ENSMUSG00000026049	Tex30	protein_coding	testis expressed 30	12	chr1	44125773	44141601	15829	-
ENSMUSG00000026047	Poglut2	protein_coding	protein O-glucosyltransferase 2	14	chr1	44145706	44157968	12263	-
ENSMUSG00000041684	Bivm	protein_coding	basic, immunoglobulin-like variable motif containing	12	chr1	44158117	44183930	25814	+
ENSMUSG00000026048	Ercc5	protein_coding	excision repair cross-complementing rodent repair deficiency, complementation group 5	17	chr1	44186904	44220420	33517	+
ENSMUSG00000046828	Mettl21e	protein_coding	methyltransferase like 21E	4	chr1	44243230	44258121	14892	-
ENSMUSG00000100769	Gm28893	lncRNA	predicted gene 28893	2	chr1	44431969	44433607	1639	+
ENSMUSG00000056870	Gulp1	protein_coding	GULP, engulfment adaptor PTB domain containing 1	10	chr1	44590671	44835998	245328	+
ENSMUSG00000101701	4930521E06Rik	lncRNA	RIKEN cDNA 4930521E06 gene	2	chr1	44778836	44784109	5274	-
ENSMUSG00000026043	Col3a1	protein_coding	collagen, type III, alpha 1	19	chr1	45350698	45388866	38169	+
ENSMUSG00000026042	Col5a2	protein_coding	collagen, type V, alpha 2	17	chr1	45413481	45542442	128962	-
ENSMUSG00000025995	Wdr75	protein_coding	WD repeat domain 75	17	chr1	45834326	45862779	28454	+
ENSMUSG00000121041	Gm57168	lncRNA	predicted gene, 57168	1	chr1	45899764	45904925	5162	+
ENSMUSG00000025993	Slc40a1	protein_coding	solute carrier family 40 (iron-regulated transporter), member 1	11	chr1	45947228	45965683	18456	-
ENSMUSG00000041144	Dnah7b	protein_coding	dynein, axonemal, heavy chain 7B	13	chr1	46105475	46412710	307236	+
ENSMUSG00000101337	Dnah7c	protein_coding	dynein, axonemal, heavy chain 7C	7	chr1	46464752	46846636	381885	+
ENSMUSG00000025986	Slc39a10	protein_coding	solute carrier family 39 (zinc transporter), member 10	7	chr1	46846704	46932012	85309	-
ENSMUSG00000100213	Gm28151	lncRNA	predicted gene 28151	2	chr1	46888689	46889639	951	-
ENSMUSG00000101447	Gm28826	lncRNA	predicted gene 28826	2	chr1	47192621	47228231	35611	+
ENSMUSG00000051616	C230029F24Rik	lncRNA	RIKEN cDNA C230029F24 gene	15	chr1	49283775	49379602	95828	+
ENSMUSG00000099608	4933411E06Rik	lncRNA	RIKEN cDNA 4933411E06 gene	2	chr1	50146629	50148121	1493	+
ENSMUSG00000100451	Gm29665	lncRNA	predicted gene 29665	2	chr1	50436711	50437238	528	-
ENSMUSG00000100816	Gm28321	lncRNA	predicted gene 28321	2	chr1	50854534	50856860	2327	+
ENSMUSG00000026109	Tmeff2	protein_coding	transmembrane protein with EGF-like and two follistatin-like domains 2	15	chr1	50939806	51226429	286624	+
ENSMUSG00000100671	Gm28322	lncRNA	predicted gene 28322	2	chr1	50943603	50945077	1475	+
ENSMUSG00000101242	Gm28319	lncRNA	predicted gene 28319	2	chr1	51177440	51180381	2942	-
ENSMUSG00000099924	Gm28320	lncRNA	predicted gene 28320	2	chr1	51187468	51189740	2273	+
ENSMUSG00000099625	Gm29325	lncRNA	predicted gene 29325	2	chr1	51234380	51236907	2528	+
ENSMUSG00000101799	9330175M20Rik	lncRNA	RIKEN cDNA 9330175M20 gene	2	chr1	51257545	51372938	115394	-
ENSMUSG00000045954	Cavin2	protein_coding	caveolae associated 2	8	chr1	51328285	51342119	13835	+
ENSMUSG00000101702	1700072G22Rik	lncRNA	RIKEN cDNA 1700072G22 gene	2	chr1	51497091	51498090	1000	-
ENSMUSG00000026107	Nabp1	protein_coding	nucleic acid binding protein 1	12	chr1	51505021	51517584	12564	-
ENSMUSG00000120049	Gm57109	lncRNA	predicted gene, 57109	1	chr1	51517737	51519300	1564	+
ENSMUSG00000099413	Gm17767	lncRNA	predicted gene, 17767	2	chr1	51546245	51635877	89633	-
ENSMUSG00000101741	Gm28055	lncRNA	predicted gene 28055	3	chr1	51735483	51786219	50737	-
ENSMUSG00000018417	Myo1b	protein_coding	myosin IB	15	chr1	51788924	51955230	166307	-
ENSMUSG00000101724	Gm29453	lncRNA	predicted gene 29453	2	chr1	51886999	51888277	1279	-
ENSMUSG00000100313	Gm28323	lncRNA	predicted gene 28323	2	chr1	51916269	51918767	2499	-
ENSMUSG00000062939	Stat4	protein_coding	signal transducer and activator of transcription 4	12	chr1	52026307	52146348	120042	+
ENSMUSG00000109599	Gm31812	lncRNA	predicted gene, 31812	2	chr1	52147280	52152910	5631	-
ENSMUSG00000026104	Stat1	protein_coding	signal transducer and activator of transcription 1	15	chr1	52158599	52201024	42426	+
ENSMUSG00000026103	Gls	protein_coding	glutaminase	15	chr1	52202607	52272391	69785	-
ENSMUSG00000002881	Nab1	protein_coding	Ngfi-A binding protein 1	15	chr1	52496453	52539838	43386	-
ENSMUSG00000100120	Gm53065	lncRNA	predicted gene 53065	2	chr1	52562061	52621838	59778	+
ENSMUSG00000099878	Gm28178	lncRNA	predicted gene 28178	2	chr1	52609173	52619450	10278	-
ENSMUSG00000043015	Nemp2	protein_coding	nuclear envelope integral membrane protein 2	16	chr1	52669862	52691078	21217	+
ENSMUSG00000041439	Mfsd6	protein_coding	major facilitator superfamily domain containing 6	16	chr1	52695445	52766621	71177	-
ENSMUSG00000100302	Gm29670	lncRNA	predicted gene 29670	2	chr1	52741431	52743921	2491	-
ENSMUSG00000026102	Inpp1	protein_coding	inositol polyphosphate-1-phosphatase	10	chr1	52824586	52856847	32262	-
ENSMUSG00000041426	Hibch	protein_coding	3-hydroxyisobutyryl-Coenzyme A hydrolase	13	chr1	52884088	52960145	76058	+
ENSMUSG00000043629	1700019D03Rik	protein_coding	RIKEN cDNA 1700019D03 gene	13	chr1	52961483	53059338	97856	-
ENSMUSG00000026100	Mstn	protein_coding	myostatin	7	chr1	53100799	53107238	6440	+
ENSMUSG00000060715	1700019A02Rik	protein_coding	RIKEN cDNA 1700019A02 gene	10	chr1	53197736	53226795	29060	-
ENSMUSG00000026098	Pms1	protein_coding	PMS1 homolog 1, mismatch repair system component	14	chr1	53228346	53336177	107832	-
ENSMUSG00000100763	Gm28777	lncRNA	predicted gene 28777	2	chr1	53235272	53236854	1583	+
ENSMUSG00000026097	Ormdl1	protein_coding	ORM1-like 1 (S. cerevisiae)	10	chr1	53336254	53349468	13215	+
ENSMUSG00000026096	Osgepl1	protein_coding	O-sialoglycoprotein endopeptidase-like 1	15	chr1	53352783	53365502	12720	+
ENSMUSG00000121346	ENSMUSG00000121346	lncRNA		1	chr1	53365391	53381345	15955	-
ENSMUSG00000026095	Asnsd1	protein_coding	asparagine synthetase domain containing 1	16	chr1	53383776	53391911	8136	-
ENSMUSG00000117809	Gm50478	protein_coding	predicted gene, 50478	2	chr1	53387638	53391778	4141	-
ENSMUSG00000096141	Dnah7a	protein_coding	dynein, axonemal, heavy chain 7A	3	chr1	53436165	53745943	309779	-
ENSMUSG00000026094	Stk17b	protein_coding	serine/threonine kinase 17b (apoptosis-inducing)	15	chr1	53794665	53824383	29719	-
ENSMUSG00000042807	Hecw2	protein_coding	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	16	chr1	53846035	54234327	388293	-
ENSMUSG00000025983	Ccdc150	protein_coding	coiled-coil domain containing 150	12	chr1	54289842	54407886	118045	+
ENSMUSG00000041303	Gtf3c3	protein_coding	general transcription factor IIIC, polypeptide 3	8	chr1	54435163	54478130	42968	-
ENSMUSG00000109809	Gm34066	protein_coding	predicted gene, 34066	2	chr1	54482563	54495922	13360	-
ENSMUSG00000073678	Pgap1	protein_coding	post-GPI attachment to proteins 1	5	chr1	54512153	54596843	84691	-
ENSMUSG00000052331	Ankrd44	protein_coding	ankyrin repeat domain 44	15	chr1	54684499	54965546	281048	-
ENSMUSG00000101674	4930444A19Rik	lncRNA	RIKEN cDNA 4930444A19 gene	7	chr1	54720888	54806683	85796	+
ENSMUSG00000025982	Sf3b1	protein_coding	splicing factor 3b, subunit 1	14	chr1	55024328	55066640	42313	-
ENSMUSG00000025981	Coq10b	protein_coding	coenzyme Q10B	14	chr1	55091929	55111861	19933	+
ENSMUSG00000025980	Hspd1	protein_coding	heat shock protein 1 (chaperonin)	15	chr1	55116994	55127402	10409	-
ENSMUSG00000073676	Hspe1	protein_coding	heat shock protein 1 (chaperonin 10)	5	chr1	55127291	55130466	3176	+
ENSMUSG00000025979	Mob4	protein_coding	MOB family member 4, phocein	14	chr1	55170390	55194058	23669	+
ENSMUSG00000025978	Rftn2	protein_coding	raftlin family member 2	15	chr1	55209318	55265941	56624	-
ENSMUSG00000097649	Gm10561	lncRNA	predicted gene 10561	4	chr1	55265410	55274783	9374	+
ENSMUSG00000046994	Mars2	protein_coding	methionine-tRNA synthetase 2 (mitochondrial)	10	chr1	55276336	55287629	11294	+
ENSMUSG00000025977	Boll	protein_coding	boule homolog, RNA binding protein	16	chr1	55287817	55402628	114812	-
ENSMUSG00000038349	Plcl1	protein_coding	phospholipase C-like 1	11	chr1	55445080	55793444	348365	+
ENSMUSG00000099950	9130227L01Rik	lncRNA	RIKEN cDNA 9130227L01 gene	2	chr1	55970400	56011487	41088	+
ENSMUSG00000100372	1700003I22Rik	lncRNA	RIKEN cDNA 1700003I22 gene	2	chr1	56058137	56059362	1226	+
ENSMUSG00000101332	Gm28240	lncRNA	predicted gene 28240	2	chr1	56570983	56573035	2053	+
ENSMUSG00000045336	Hsfy2	protein_coding	heat shock transcription factor, Y-linked 2	6	chr1	56675203	56676594	1392	-
ENSMUSG00000038331	Satb2	protein_coding	special AT-rich sequence binding protein 2	16	chr1	56833140	57017809	184670	-
ENSMUSG00000087022	9130024F11Rik	lncRNA	RIKEN cDNA 9130024F11 gene	6	chr1	57010571	57089243	78673	+
ENSMUSG00000120334	Gm57110	lncRNA	predicted gene, 57110	1	chr1	57019637	57020285	649	-
ENSMUSG00000099945	1700126A01Rik	lncRNA	RIKEN cDNA 1700126A01 gene	2	chr1	57166499	57168559	2061	+
ENSMUSG00000101429	BC055402	lncRNA	cDNA sequence BC055402	2	chr1	57239804	57254152	14349	-
ENSMUSG00000097519	4930558J18Rik	lncRNA	RIKEN cDNA 4930558J18 gene	4	chr1	57398377	57416741	18365	-
ENSMUSG00000038323	1700066M21Rik	protein_coding	RIKEN cDNA 1700066M21 gene	4	chr1	57416779	57424582	7804	+
ENSMUSG00000048495	Tyw5	protein_coding	tRNA-yW synthesizing protein 5	17	chr1	57427396	57446260	18865	-
ENSMUSG00000025971	Maip1	protein_coding	matrix AAA peptidase interacting protein 1	7	chr1	57445487	57457112	11626	+
ENSMUSG00000121279	Gm57188	lncRNA	predicted gene, 57188	1	chr1	57615856	57618965	3110	+
ENSMUSG00000038305	Spats2l	protein_coding	spermatogenesis associated, serine-rich 2-like	16	chr1	57813321	57987553	174233	+
ENSMUSG00000091283	Gm17234	lncRNA	predicted gene 17234	2	chr1	57948994	57956270	7277	-
ENSMUSG00000054770	Kctd18	protein_coding	potassium channel tetramerisation domain containing 18	17	chr1	57994260	58058115	63856	-
ENSMUSG00000026039	Sgo2a	protein_coding	shugoshin 2A	10	chr1	58035130	58065058	29929	+
ENSMUSG00000063558	Aox1	protein_coding	aldehyde oxidase 1	5	chr1	58069090	58145572	76483	+
ENSMUSG00000064294	Aox3	protein_coding	aldehyde oxidase 3	13	chr1	58152289	58239857	87569	+
ENSMUSG00000038242	Aox4	protein_coding	aldehyde oxidase 4	13	chr1	58249556	58307756	58201	+
ENSMUSG00000089822	Gm15759	lncRNA	predicted gene 15759	2	chr1	58293276	58354815	61540	-
ENSMUSG00000079554	Aox2	protein_coding	aldehyde oxidase 2	3	chr1	58317485	58419418	101934	+
ENSMUSG00000051223	Bzw1	protein_coding	basic leucine zipper and W2 domains 1	15	chr1	58432057	58446512	14456	+
ENSMUSG00000026034	Clk1	protein_coding	CDC-like kinase 1	18	chr1	58449348	58463225	13878	-
ENSMUSG00000026035	Ppil3	protein_coding	peptidylprolyl isomerase (cyclophilin)-like 3	16	chr1	58470153	58484645	14493	-
ENSMUSG00000026036	Nif3l1	protein_coding	Ngg1 interacting factor 3-like 1 (S. pombe)	18	chr1	58484310	58520975	36666	+
ENSMUSG00000026037	Orc2	protein_coding	origin recognition complex, subunit 2	15	chr1	58501930	58544268	42339	-
ENSMUSG00000085054	Gm15834	lncRNA	predicted gene 15834	3	chr1	58544307	58562389	18083	+
ENSMUSG00000038174	Hycc2	protein_coding	hyccin PI4KA lipid kinase complex subunit 2	15	chr1	58561965	58625482	63518	-
ENSMUSG00000026032	Ndufb3	protein_coding	NADH:ubiquinone oxidoreductase subunit B3	9	chr1	58625543	58635123	9581	+
ENSMUSG00000047528	Flacc1	protein_coding	flagellum associated containing coiled-coil domains 1	14	chr1	58686062	58735148	49087	-
ENSMUSG00000121483	Gm20257	lncRNA		1	chr1	58691751	58694992	3242	+
ENSMUSG00000026031	Cflar	protein_coding	CASP8 and FADD-like apoptosis regulator	16	chr1	58750667	58798043	47377	+
ENSMUSG00000026029	Casp8	protein_coding	caspase 8	15	chr1	58834533	58886662	52130	+
ENSMUSG00000026028	Trak2	protein_coding	trafficking protein, kinesin binding 2	13	chr1	58939608	59012589	72982	-
ENSMUSG00000026027	Stradb	protein_coding	STE20-related kinase adaptor beta	14	chr1	59012681	59034874	22194	+
ENSMUSG00000072295	C2cd6	protein_coding	C2 calcium dependent domain containing 6	8	chr1	59036275	59134059	97785	-
ENSMUSG00000047383	Gm55816	lncRNA	predicted gene, 55816	9	chr1	59036282	59042698	6417	-
ENSMUSG00000099752	Gm29018	lncRNA	predicted gene 29018	2	chr1	59053383	59098640	45258	+
ENSMUSG00000038079	Tmem237	protein_coding	transmembrane protein 237	15	chr1	59139749	59159567	19819	-
ENSMUSG00000097573	G730003C15Rik	lncRNA	RIKEN cDNA G730003C15 gene	4	chr1	59158988	59161300	2313	+
ENSMUSG00000079550	Mpp4	protein_coding	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	10	chr1	59160094	59202548	42455	-
ENSMUSG00000101586	Gm29017	lncRNA	predicted gene 29017	2	chr1	59190206	59208479	18274	+
ENSMUSG00000026024	Als2	protein_coding	alsin Rho guanine nucleotide exchange factor	15	chr1	59202085	59276390	74306	-
ENSMUSG00000120458	Gm33667	lncRNA	predicted gene, 33667	1	chr1	59276626	59278197	1572	+
ENSMUSG00000026023	Cdk15	protein_coding	cyclin-dependent kinase 15	17	chr1	59296065	59392152	96088	+
ENSMUSG00000099922	Gm29016	lncRNA	predicted gene 29016	2	chr1	59418089	59431458	13370	+
ENSMUSG00000041075	Fzd7	protein_coding	frizzled class receptor 7	9	chr1	59521583	59526114	4532	+
ENSMUSG00000097819	Gm26813	lncRNA	predicted gene, 26813	2	chr1	59527639	59531764	4126	-
ENSMUSG00000047361	Gm973	protein_coding	predicted gene 973	17	chr1	59555423	59675576	120154	+
ENSMUSG00000099811	Gm28411	lncRNA	predicted gene 28411	7	chr1	59572150	59588680	16531	-
ENSMUSG00000101409	1700122D07Rik	lncRNA	RIKEN cDNA 1700122D07 gene	2	chr1	59573970	59576388	2419	-
ENSMUSG00000026021	Sumo1	protein_coding	small ubiquitin-like modifier 1	16	chr1	59625717	59709993	84277	-
ENSMUSG00000026020	Nop58	protein_coding	NOP58 ribonucleoprotein	10	chr1	59724130	59758203	34074	+
ENSMUSG00000119961	B430105G09Rik	lncRNA	RIKEN cDNA B430105G09 gene	1	chr1	59801225	59802558	1334	-
ENSMUSG00000067336	Bmpr2	protein_coding	bone morphogenetic protein receptor, type II (serine/threonine kinase)	7	chr1	59802559	59918173	115615	+
ENSMUSG00000041040	Fam117b	protein_coding	family with sequence similarity 117, member B	13	chr1	59952165	60024505	72341	+
ENSMUSG00000026018	Ica1l	protein_coding	islet cell autoantigen 1-like	13	chr1	60021649	60082343	60695	-
ENSMUSG00000026019	Wdr12	protein_coding	WD repeat domain 12	16	chr1	60108944	60137804	28861	-
ENSMUSG00000026017	Carf	protein_coding	calcium response factor	14	chr1	60137406	60193112	55707	+
ENSMUSG00000073664	Nbeal1	protein_coding	neurobeachin like 1	12	chr1	60219758	60377487	157730	+
ENSMUSG00000049439	Cyp20a1	protein_coding	cytochrome P450, family 20, subfamily a, polypeptide 1	14	chr1	60382482	60427219	44738	+
